instrument_key,venue,instrument_type,symbol,venue_type,tardis_exchange,data_provider,asset_class,available_from_datetime,available_to_datetime,data_types,base_asset,quote_asset,settle_asset,exchange_raw_symbol,tardis_symbol,inverse,strike,option_type,expiry,contract_size,tick_size,underlying,min_size,ccxt_symbol,ccxt_exchange,base_asset_contract_address,quote_asset_contract_address,pool_address,pool_fee_tier
BINANCE-SPOT:SPOT_PAIR:BNT-USDT,BINANCE-SPOT,SPOT_PAIR,BNT-USDT,exchange,binance,tardis,crypto,2020-12-28T00:00:00.000Z,,"trades,book_snapshot_5",BNT,USDT,USDT,bntusdt,bntusdt,False,,,,,0.0001,,0.1,BNT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CELO-USDT,BINANCE-SPOT,SPOT_PAIR,CELO-USDT,exchange,binance,tardis,crypto,2021-01-05T00:00:00.000Z,,"trades,book_snapshot_5",CELO,USDT,USDT,celousdt,celousdt,False,,,,,0.0001,,0.1,CELO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:RIF-USDT,BINANCE-SPOT,SPOT_PAIR,RIF-USDT,exchange,binance,tardis,crypto,2021-01-07T00:00:00.000Z,,"trades,book_snapshot_5",RIF,USDT,USDT,rifusdt,rifusdt,False,,,,,0.0001,,1.0,RIF/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:TRU-USDT,BINANCE-SPOT,SPOT_PAIR,TRU-USDT,exchange,binance,tardis,crypto,2021-01-19T00:00:00.000Z,,"trades,book_snapshot_5",TRU,USDT,USDT,truusdt,truusdt,False,,,,,0.0001,,1.0,TRU/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:JST-USDT,BINANCE-SPOT,SPOT_PAIR,JST-USDT,exchange,binance,tardis,crypto,2021-01-23T00:00:00.000Z,,"trades,book_snapshot_5",JST,USDT,USDT,jstusdt,jstusdt,False,,,,,1e-05,,0.1,JST/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SUN-USDT,BINANCE-SPOT,SPOT_PAIR,SUN-USDT,exchange,binance,tardis,crypto,2021-01-23T00:00:00.000Z,,"trades,book_snapshot_5",SUN,USDT,USDT,sunusdt,sunusdt,False,,,,,1e-05,,1.0,SUN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SAND-USDT,BINANCE-SPOT,SPOT_PAIR,SAND-USDT,exchange,binance,tardis,crypto,2021-01-25T00:00:00.000Z,,"trades,book_snapshot_5",SAND,USDT,USDT,sandusdt,sandusdt,False,,,,,0.0001,,1.0,SAND/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ANKR-USDT,BINANCE-SPOT,SPOT_PAIR,ANKR-USDT,exchange,binance,tardis,crypto,2021-01-26T00:00:00.000Z,,"trades,book_snapshot_5",ANKR,USDT,USDT,ankrusdt,ankrusdt,False,,,,,1e-05,,0.1,ANKR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:LUNA-USDT,BINANCE-SPOT,SPOT_PAIR,LUNA-USDT,exchange,binance,tardis,crypto,2021-01-28T00:00:00.000Z,,"trades,book_snapshot_5",LUNA,USDT,USDT,lunausdt,lunausdt,False,,,,,0.0001,,0.01,LUNA/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:DODO-USDT,BINANCE-SPOT,SPOT_PAIR,DODO-USDT,exchange,binance,tardis,crypto,2021-02-19T00:00:00.000Z,,"trades,book_snapshot_5",DODO,USDT,USDT,dodousdt,dodousdt,False,,,,,0.0001,,0.1,DODO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SFP-USDT,BINANCE-SPOT,SPOT_PAIR,SFP-USDT,exchange,binance,tardis,crypto,2021-02-24T00:00:00.000Z,,"trades,book_snapshot_5",SFP,USDT,USDT,sfpusdt,sfpusdt,False,,,,,0.0001,,1.0,SFP/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:WAN-USDT,BINANCE-SPOT,SPOT_PAIR,WAN-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",WAN,USDT,USDT,wanusdt,wanusdt,False,,,,,0.0001,,1.0,WAN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:TFUEL-USDT,BINANCE-SPOT,SPOT_PAIR,TFUEL-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",TFUEL,USDT,USDT,tfuelusdt,tfuelusdt,False,,,,,1e-05,,1.0,TFUEL/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:COTI-USDT,BINANCE-SPOT,SPOT_PAIR,COTI-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",COTI,USDT,USDT,cotiusdt,cotiusdt,False,,,,,1e-05,,1.0,COTI/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:AUDIO-USDT,BINANCE-SPOT,SPOT_PAIR,AUDIO-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",AUDIO,USDT,USDT,audiousdt,audiousdt,False,,,,,0.0001,,0.1,AUDIO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FIS-USDT,BINANCE-SPOT,SPOT_PAIR,FIS-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",FIS,USDT,USDT,fisusdt,fisusdt,False,,,,,0.0001,,1.0,FIS/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:COS-USDT,BINANCE-SPOT,SPOT_PAIR,COS-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",COS,USDT,USDT,cosusdt,cosusdt,False,,,,,1e-06,,0.1,COS/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:JUV-USDT,BINANCE-SPOT,SPOT_PAIR,JUV-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",JUV,USDT,USDT,juvusdt,juvusdt,False,,,,,0.001,,0.01,JUV/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ONG-USDT,BINANCE-SPOT,SPOT_PAIR,ONG-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ONG,USDT,USDT,ongusdt,ongusdt,False,,,,,0.0001,,1.0,ONG/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:XVS-USDT,BINANCE-SPOT,SPOT_PAIR,XVS-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",XVS,USDT,USDT,xvsusdt,xvsusdt,False,,,,,0.01,,0.01,XVS/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:STRAX-USDT,BINANCE-SPOT,SPOT_PAIR,STRAX-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",STRAX,USDT,USDT,straxusdt,straxusdt,False,,,,,1e-05,,1.0,STRAX/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:INJ-USDT,BINANCE-SPOT,SPOT_PAIR,INJ-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",INJ,USDT,USDT,injusdt,injusdt,False,,,,,0.01,,0.01,INJ/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ARDR-USDT,BINANCE-SPOT,SPOT_PAIR,ARDR-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ARDR,USDT,USDT,ardrusdt,ardrusdt,False,,,,,1e-05,,1.0,ARDR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:HOT-USDT,BINANCE-SPOT,SPOT_PAIR,HOT-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",HOT,USDT,USDT,hotusdt,hotusdt,False,,,,,1e-06,,1.0,HOT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FIO-USDT,BINANCE-SPOT,SPOT_PAIR,FIO-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",FIO,USDT,USDT,fiousdt,fiousdt,False,,,,,1e-05,,1.0,FIO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CAKE-USDT,BINANCE-SPOT,SPOT_PAIR,CAKE-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",CAKE,USDT,USDT,cakeusdt,cakeusdt,False,,,,,0.001,,0.01,CAKE/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:OG-USDT,BINANCE-SPOT,SPOT_PAIR,OG-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",OG,USDT,USDT,ogusdt,ogusdt,False,,,,,0.001,,0.1,OG/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:DENT-USDT,BINANCE-SPOT,SPOT_PAIR,DENT-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",DENT,USDT,USDT,dentusdt,dentusdt,False,,,,,1e-06,,1.0,DENT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:WIN-USDT,BINANCE-SPOT,SPOT_PAIR,WIN-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",WIN,USDT,USDT,winusdt,winusdt,False,,,,,1e-08,,1.0,WIN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:OGN-USDT,BINANCE-SPOT,SPOT_PAIR,OGN-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",OGN,USDT,USDT,ognusdt,ognusdt,False,,,,,0.0001,,1.0,OGN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ONE-USDT,BINANCE-SPOT,SPOT_PAIR,ONE-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ONE,USDT,USDT,oneusdt,oneusdt,False,,,,,1e-05,,0.1,ONE/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CTSI-USDT,BINANCE-SPOT,SPOT_PAIR,CTSI-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",CTSI,USDT,USDT,ctsiusdt,ctsiusdt,False,,,,,0.0001,,1.0,CTSI/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FET-USDT,BINANCE-SPOT,SPOT_PAIR,FET-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",FET,USDT,USDT,fetusdt,fetusdt,False,,,,,0.0001,,0.1,FET/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ACM-USDT,BINANCE-SPOT,SPOT_PAIR,ACM-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ACM,USDT,USDT,acmusdt,acmusdt,False,,,,,0.001,,0.1,ACM/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ROSE-USDT,BINANCE-SPOT,SPOT_PAIR,ROSE-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ROSE,USDT,USDT,roseusdt,roseusdt,False,,,,,1e-05,,0.1,ROSE/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CHR-USDT,BINANCE-SPOT,SPOT_PAIR,CHR-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",CHR,USDT,USDT,chrusdt,chrusdt,False,,,,,0.0001,,1.0,CHR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:VTHO-USDT,BINANCE-SPOT,SPOT_PAIR,VTHO-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",VTHO,USDT,USDT,vthousdt,vthousdt,False,,,,,1e-06,,1.0,VTHO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MBL-USDT,BINANCE-SPOT,SPOT_PAIR,MBL-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",MBL,USDT,USDT,mblusdt,mblusdt,False,,,,,1e-06,,1.0,MBL/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CKB-USDT,BINANCE-SPOT,SPOT_PAIR,CKB-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",CKB,USDT,USDT,ckbusdt,ckbusdt,False,,,,,1e-06,,1.0,CKB/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:TWT-USDT,BINANCE-SPOT,SPOT_PAIR,TWT-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",TWT,USDT,USDT,twtusdt,twtusdt,False,,,,,0.0001,,1.0,TWT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MDT-USDT,BINANCE-SPOT,SPOT_PAIR,MDT-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",MDT,USDT,USDT,mdtusdt,mdtusdt,False,,,,,1e-05,,0.1,MDT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:PSG-USDT,BINANCE-SPOT,SPOT_PAIR,PSG-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",PSG,USDT,USDT,psgusdt,psgusdt,False,,,,,0.001,,0.01,PSG/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CELR-USDT,BINANCE-SPOT,SPOT_PAIR,CELR-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",CELR,USDT,USDT,celrusdt,celrusdt,False,,,,,1e-06,,0.1,CELR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ATM-USDT,BINANCE-SPOT,SPOT_PAIR,ATM-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ATM,USDT,USDT,atmusdt,atmusdt,False,,,,,0.001,,0.01,ATM/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:IOTX-USDT,BINANCE-SPOT,SPOT_PAIR,IOTX-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",IOTX,USDT,USDT,iotxusdt,iotxusdt,False,,,,,1e-05,,1.0,IOTX/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:NKN-USDT,BINANCE-SPOT,SPOT_PAIR,NKN-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",NKN,USDT,USDT,nknusdt,nknusdt,False,,,,,0.0001,,1.0,NKN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:DUSK-USDT,BINANCE-SPOT,SPOT_PAIR,DUSK-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",DUSK,USDT,USDT,duskusdt,duskusdt,False,,,,,0.0001,,1.0,DUSK/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ASR-USDT,BINANCE-SPOT,SPOT_PAIR,ASR-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",ASR,USDT,USDT,asrusdt,asrusdt,False,,,,,0.001,,0.1,ASR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FUN-USDT,BINANCE-SPOT,SPOT_PAIR,FUN-USDT,exchange,binance,tardis,crypto,2021-03-04T00:00:00.000Z,,"trades,book_snapshot_5",FUN,USDT,USDT,funusdt,funusdt,False,,,,,1e-06,,1.0,FUN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:OM-USDT,BINANCE-SPOT,SPOT_PAIR,OM-USDT,exchange,binance,tardis,crypto,2021-03-08T00:00:00.000Z,,"trades,book_snapshot_5",OM,USDT,USDT,omusdt,omusdt,False,,,,,0.0001,,0.1,OM/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:POND-USDT,BINANCE-SPOT,SPOT_PAIR,POND-USDT,exchange,binance,tardis,crypto,2021-03-09T00:00:00.000Z,,"trades,book_snapshot_5",POND,USDT,USDT,pondusdt,pondusdt,False,,,,,1e-05,,1.0,POND/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:DEGO-USDT,BINANCE-SPOT,SPOT_PAIR,DEGO-USDT,exchange,binance,tardis,crypto,2021-03-10T00:00:00.000Z,,"trades,book_snapshot_5",DEGO,USDT,USDT,degousdt,degousdt,False,,,,,0.001,,0.01,DEGO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ALICE-USDT,BINANCE-SPOT,SPOT_PAIR,ALICE-USDT,exchange,binance,tardis,crypto,2021-03-15T00:00:00.000Z,,"trades,book_snapshot_5",ALICE,USDT,USDT,aliceusdt,aliceusdt,False,,,,,0.0001,,0.01,ALICE/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:PERP-USDT,BINANCE-SPOT,SPOT_PAIR,PERP-USDT,exchange,binance,tardis,crypto,2021-03-19T00:00:00.000Z,,"trades,book_snapshot_5",PERP,USDT,USDT,perpusdt,perpusdt,False,,,,,0.0001,,0.01,PERP/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SUPER-USDT,BINANCE-SPOT,SPOT_PAIR,SUPER-USDT,exchange,binance,tardis,crypto,2021-03-25T00:00:00.000Z,,"trades,book_snapshot_5",SUPER,USDT,USDT,superusdt,superusdt,False,,,,,0.0001,,1.0,SUPER/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:CFX-USDT,BINANCE-SPOT,SPOT_PAIR,CFX-USDT,exchange,binance,tardis,crypto,2021-03-29T00:00:00.000Z,,"trades,book_snapshot_5",CFX,USDT,USDT,cfxusdt,cfxusdt,False,,,,,0.0001,,1.0,CFX/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:TKO-USDT,BINANCE-SPOT,SPOT_PAIR,TKO-USDT,exchange,binance,tardis,crypto,2021-04-07T00:00:00.000Z,,"trades,book_snapshot_5",TKO,USDT,USDT,tkousdt,tkousdt,False,,,,,0.0001,,0.1,TKO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:PUNDIX-USDT,BINANCE-SPOT,SPOT_PAIR,PUNDIX-USDT,exchange,binance,tardis,crypto,2021-04-09T00:00:00.000Z,,"trades,book_snapshot_5",PUNDIX,USDT,USDT,pundixusdt,pundixusdt,False,,,,,0.0001,,0.1,PUNDIX/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:TLM-USDT,BINANCE-SPOT,SPOT_PAIR,TLM-USDT,exchange,binance,tardis,crypto,2021-04-13T00:00:00.000Z,,"trades,book_snapshot_5",TLM,USDT,USDT,tlmusdt,tlmusdt,False,,,,,1e-05,,1.0,TLM/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:BAR-USDT,BINANCE-SPOT,SPOT_PAIR,BAR-USDT,exchange,binance,tardis,crypto,2021-04-21T00:00:00.000Z,,"trades,book_snapshot_5",BAR,USDT,USDT,barusdt,barusdt,False,,,,,0.001,,0.01,BAR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FORTH-USDT,BINANCE-SPOT,SPOT_PAIR,FORTH-USDT,exchange,binance,tardis,crypto,2021-04-23T00:00:00.000Z,,"trades,book_snapshot_5",FORTH,USDT,USDT,forthusdt,forthusdt,False,,,,,0.001,,0.01,FORTH/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SLP-USDT,BINANCE-SPOT,SPOT_PAIR,SLP-USDT,exchange,binance,tardis,crypto,2021-04-30T00:00:00.000Z,,"trades,book_snapshot_5",SLP,USDT,USDT,slpusdt,slpusdt,False,,,,,1e-06,,1.0,SLP/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:SHIB-USDT,BINANCE-SPOT,SPOT_PAIR,SHIB-USDT,exchange,binance,tardis,crypto,2021-05-10T00:00:00.000Z,,"trades,book_snapshot_5",SHIB,USDT,USDT,shibusdt,shibusdt,False,,,,,1e-08,,1.0,SHIB/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ICP-USDT,BINANCE-SPOT,SPOT_PAIR,ICP-USDT,exchange,binance,tardis,crypto,2021-05-11T00:00:00.000Z,,"trades,book_snapshot_5",ICP,USDT,USDT,icpusdt,icpusdt,False,,,,,0.001,,0.01,ICP/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:AR-USDT,BINANCE-SPOT,SPOT_PAIR,AR-USDT,exchange,binance,tardis,crypto,2021-05-14T00:00:00.000Z,,"trades,book_snapshot_5",AR,USDT,USDT,arusdt,arusdt,False,,,,,0.01,,0.01,AR/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MASK-USDT,BINANCE-SPOT,SPOT_PAIR,MASK-USDT,exchange,binance,tardis,crypto,2021-05-25T00:00:00.000Z,,"trades,book_snapshot_5",MASK,USDT,USDT,maskusdt,maskusdt,False,,,,,0.001,,0.1,MASK/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:LPT-USDT,BINANCE-SPOT,SPOT_PAIR,LPT-USDT,exchange,binance,tardis,crypto,2021-05-28T00:00:00.000Z,,"trades,book_snapshot_5",LPT,USDT,USDT,lptusdt,lptusdt,False,,,,,0.001,,0.01,LPT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:XVG-USDT,BINANCE-SPOT,SPOT_PAIR,XVG-USDT,exchange,binance,tardis,crypto,2021-06-06T00:00:00.000Z,,"trades,book_snapshot_5",XVG,USDT,USDT,xvgusdt,xvgusdt,False,,,,,1e-06,,1.0,XVG/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:ATA-USDT,BINANCE-SPOT,SPOT_PAIR,ATA-USDT,exchange,binance,tardis,crypto,2021-06-07T00:00:00.000Z,,"trades,book_snapshot_5",ATA,USDT,USDT,atausdt,atausdt,False,,,,,0.0001,,1.0,ATA/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:GTC-USDT,BINANCE-SPOT,SPOT_PAIR,GTC-USDT,exchange,binance,tardis,crypto,2021-06-10T00:00:00.000Z,,"trades,book_snapshot_5",GTC,USDT,USDT,gtcusdt,gtcusdt,False,,,,,0.001,,0.1,GTC/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:PHA-USDT,BINANCE-SPOT,SPOT_PAIR,PHA-USDT,exchange,binance,tardis,crypto,2021-06-25T00:00:00.000Z,,"trades,book_snapshot_5",PHA,USDT,USDT,phausdt,phausdt,False,,,,,0.0001,,1.0,PHA/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MLN-USDT,BINANCE-SPOT,SPOT_PAIR,MLN-USDT,exchange,binance,tardis,crypto,2021-07-05T00:00:00.000Z,,"trades,book_snapshot_5",MLN,USDT,USDT,mlnusdt,mlnusdt,False,,,,,0.01,,0.001,MLN/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:DEXE-USDT,BINANCE-SPOT,SPOT_PAIR,DEXE-USDT,exchange,binance,tardis,crypto,2021-07-23T00:00:00.000Z,,"trades,book_snapshot_5",DEXE,USDT,USDT,dexeusdt,dexeusdt,False,,,,,0.001,,0.01,DEXE/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:C98-USDT,BINANCE-SPOT,SPOT_PAIR,C98-USDT,exchange,binance,tardis,crypto,2021-07-23T00:00:00.000Z,,"trades,book_snapshot_5",C98,USDT,USDT,c98usdt,c98usdt,False,,,,,0.0001,,0.1,C98/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:QNT-USDT,BINANCE-SPOT,SPOT_PAIR,QNT-USDT,exchange,binance,tardis,crypto,2021-07-29T00:00:00.000Z,,"trades,book_snapshot_5",QNT,USDT,USDT,qntusdt,qntusdt,False,,,,,0.01,,0.001,QNT/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FLOW-USDT,BINANCE-SPOT,SPOT_PAIR,FLOW-USDT,exchange,binance,tardis,crypto,2021-07-30T00:00:00.000Z,,"trades,book_snapshot_5",FLOW,USDT,USDT,flowusdt,flowusdt,False,,,,,0.001,,0.01,FLOW/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:RAY-USDT,BINANCE-SPOT,SPOT_PAIR,RAY-USDT,exchange,binance,tardis,crypto,2021-08-10T00:00:00.000Z,,"trades,book_snapshot_5",RAY,USDT,USDT,rayusdt,rayusdt,False,,,,,0.001,,0.1,RAY/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MINA-USDT,BINANCE-SPOT,SPOT_PAIR,MINA-USDT,exchange,binance,tardis,crypto,2021-08-10T00:00:00.000Z,,"trades,book_snapshot_5",MINA,USDT,USDT,minausdt,minausdt,False,,,,,0.0001,,0.1,MINA/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:FARM-USDT,BINANCE-SPOT,SPOT_PAIR,FARM-USDT,exchange,binance,tardis,crypto,2021-08-11T00:00:00.000Z,,"trades,book_snapshot_5",FARM,USDT,USDT,farmusdt,farmusdt,False,,,,,0.01,,0.001,FARM/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:QUICK-USDT,BINANCE-SPOT,SPOT_PAIR,QUICK-USDT,exchange,binance,tardis,crypto,2021-08-13T00:00:00.000Z,,"trades,book_snapshot_5",QUICK,USDT,USDT,quickusdt,quickusdt,False,,,,,1e-05,,1.0,QUICK/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:MBOX-USDT,BINANCE-SPOT,SPOT_PAIR,MBOX-USDT,exchange,binance,tardis,crypto,2021-08-19T00:00:00.000Z,,"trades,book_snapshot_5",MBOX,USDT,USDT,mboxusdt,mboxusdt,False,,,,,0.0001,,0.1,MBOX/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:REQ-USDT,BINANCE-SPOT,SPOT_PAIR,REQ-USDT,exchange,binance,tardis,crypto,2021-08-20T00:00:00.000Z,,"trades,book_snapshot_5",REQ,USDT,USDT,requsdt,requsdt,False,,,,,0.0001,,1.0,REQ/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:GHST-USDT,BINANCE-SPOT,SPOT_PAIR,GHST-USDT,exchange,binance,tardis,crypto,2021-08-20T00:00:00.000Z,,"trades,book_snapshot_5",GHST,USDT,USDT,ghstusdt,ghstusdt,False,,,,,0.001,,0.1,GHST/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:WAXP-USDT,BINANCE-SPOT,SPOT_PAIR,WAXP-USDT,exchange,binance,tardis,crypto,2021-08-23T00:00:00.000Z,,"trades,book_snapshot_5",WAXP,USDT,USDT,waxpusdt,waxpusdt,False,,,,,1e-05,,1.0,WAXP/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:GNO-USDT,BINANCE-SPOT,SPOT_PAIR,GNO-USDT,exchange,binance,tardis,crypto,2021-08-30T00:00:00.000Z,,"trades,book_snapshot_5",GNO,USDT,USDT,gnousdt,gnousdt,False,,,,,0.01,,0.001,GNO/USDT,binance,,,,
BINANCE-SPOT:SPOT_PAIR:XEC-USDT,BINANCE-SPOT,SPOT_PAIR,XEC-USDT,exchange,binance,tardis,crypto,2021-09-03T00:00:00.000Z,,"trades,book_snapshot_5",XEC,USDT,USDT,xecusdt,xecusdt,False,,,,,1e-08,,1.0,XEC/USDT,binance,,,,
